회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,쭈피처,영업레버리지,재무레버리지,영업투자현금비율,영업재무현금비율,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)하이로닉,149980,2022,28.0,88.0,4.0,9.0,1165.0,792.0,15.0,6.0,4.0,56.0,114.0,61.0,87.0,5.12,4.65,10.63,5.8,5.46,12.99,-0.39,-8.77,6.038045858594431,6.04,9.1,1.62,26.57,-0.96,7507.0,11.0,34.0,27.0,39.0,54.0,0.4083256065133981,15.32,1.0,1.0,0.0,0.0,1.0,1.0,17.0,10.0,24.912280701754387,2047.1690229010687,26718.330031143825,4358.967174396811,0.2771032684858815,4.153299330793149,0.965965353044455,-1.0414522697532875,-57.604398278600335,0,1,0,0,0.0
(주)알톤스포츠,123750,2017,-45.0,-56.0,-22.0,-30.0,139.0,76.0,95.0,94.0,39.0,19.0,23.0,68.0,51.0,-51.7,-33.01,-49.06,-18.58,-18.72,-30.38,1.89,-43.010000000000005,-27.80354243025584,-27.8,-21.37,-38.35,-17.34,-18.31,-10064.0,-17.0,-73.0,-23.0,0.0,0.0,0.7347372612237831,3.72,2.0,3.0,1.0,1.0,2.0,1.0,14.0,14.0,-2.188320209973753,1398.561497221344,-637888.662890156,978.4260677445576,0.4261549213462834,-0.5847930346473625,0.6313157382214057,-0.0404678088418275,-0.0326996548478808,0,0,0,1,1.0
(주)알로이스,297570,2022,12.0,26.0,3.0,4.0,391.0,241.0,33.0,31.0,11.0,68.0,116.0,91.63999999999999,75.0,21.63,15.59,21.17,10.92,10.39,14.95,1.57,-2.8500000000000014,1.1732088603620494,1.17,5.09,-28.97,-21.62,-15.47,11776.0,28.0,3076.979999999985,41.0,52.0,71.0,0.6909740531721316,4.02,1.0,72.5999999999998,1.0,1.0,7.0,1.0,6.0,6.0,8.409090909090908,1639.4488840659037,60599.189919886085,1782.599711941887,0.1791927067025695,2.198473390789621,0.5786437303789709,-0.1514245670889848,-1.4393154303923303,0,1,0,0,0.0
(주)나우코스,257990,2022,3.0,6.0,2.0,2.0,117.0,92.0,145.0,102.0,34.0,7.0,48.0,49.0,41.0,-11.26,-3.58,-2.92,-3.73,-4.16,-3.48,1.2,-16.92,25.390076760197488,25.39,64.14,2.39,-6.65,8.95,8787.0,22.0,48.0,21.0,-14.0,-2.0,1.0750889304515263,10.66,4.0,2.0,1.0,1.0,2.0,3.0,24.0,4.0,-17.806691449814128,1745869.623649236,18230864.254215304,663832.8298857089,0.1490055175778665,-3.822572106149809,0.6826764108419086,-0.46228290638055,0.1890058430220658,0,0,1,0,0.0
(주)엘에이티,311060,2022,-4.0,-6.0,-3.0,-2.0,142.0,112.0,184.0,108.0,42.0,16.0,36.0,54.0,35.0,20.69799999999999,7.9,6.72,10.847499999999988,10.777999999999988,10.09,0.8,47.01,19.38580747663653,0.0,0.0,0.0,0.0,0.0,4376.0,28.0,76.0,26.0,26.0,33.0,1.099100297549181,3.92,3.0,3.0,1.0,1.0,2.0,2.0,10.0,6.0,11.822660098522167,2386401.3896161914,-26078465.836318646,899119.4694457602,0.1870953534385535,2.85462508004839,1.635770872999642,0.5629505508730547,-0.662553746148898,1,0,0,0,1.0
(주)티사이언티픽,57680,2014,-12.0,-18.0,-5.0,-4.0,143.0,143.0,75.0,51.0,28.0,13.0,25.0,42.0,57.0,7.98,7.15,4.08,5.64,5.5,5.21,1.99,50.08,-7.699936903066279,-9.74,22.74,-24.21,190.28,-3.14,4656.0,21.0,212.0,19.0,22.0,44.0,1.1123401500528245,7.1,3.0,11.0,2.0,1.0,2.0,3.0,26.0,22.0,38.57142857142857,3246.493331820532,-48678.735072053954,1670.5253703513763,0.1277630272973084,3.4532952724817907,1.176882633664968,-3.071489337467119,0.890500515995872,0,0,0,1,1.0
지니언스(주),263860,2022,64.0,3166.0,13.0,20.0,438.0,402.0,25.0,23.0,0.0,61.0,49.0,80.0,80.0,16.05,14.54,18.58,13.22,12.31,18.0,-1.31,-0.1899999999999977,13.261902945351297,13.26,41.34,-34.9238,20.47,-1.3,22153.0,37.0,419.0,58.0,32.0,38.0,0.6441766963586806,4.18,1.0,7.0,1.0,1.0,2.0,1.0,19.0,7.0,10.123152709359609,1620.7248224093407,8270.327225784844,2018.9702755430333,0.3837121923776905,3.274362660656131,0.8863343531723791,-1.3265370954077735,-7.757917729333574,0,1,0,0,0.0
(주)더블유에스아이,299170,2022,27.0,59.0,9.0,19.0,235.0,211.0,51.0,46.0,16.0,41.0,77.0,72.0,66.0,12.31,8.78,15.9,7.76,6.71,13.58,-1.54,-12.4,9.692031254008608,9.69,-13.73,103.84139999999994,-2.33,328.8831999999992,9661.0,17.0,283.0,36.0,45.0,59.0,0.4720962036941873,2.95,1.0,3.0,1.0,0.0,3.0,1.0,6.0,6.0,12.72108843537415,1474.4197767318008,12241.919858047486,2069.837134975706,0.2275844032431163,2.6982448978373164,0.658806953770697,-0.2873478481327313,-196.88625703044758,0,1,0,0,0.0
경인전자(주),9140,2022,71.0,9876.0,5.0,16.0,1749.0,1655.0,7.0,5.0,0.0,75.0,400.0,80.0,94.0,4.38,4.78,13.5,1.17,0.16,0.55,-3.36,-1.83,3.7949250564846166,3.79,10.02,-15.09,-26.77,2.46,8912.0,13.0,222.0,44.0,30.0,48.0,0.2933085793776795,2.3848,0.0,5.0,0.0,0.0,1.0,0.0,51.0,35.0,7.581453634085213,594.3072540113756,6705.0769853010825,1895.176318417128,0.2519267663761895,31.81040412495558,0.0269208594774302,-0.6257145937997037,-17.110977976440193,0,1,0,0,0.0
(주)엑스페릭스,317770,2022,105.0,703.0,5.0,16.0,1846.0,1558.0,5.0,4.0,1.0,75.0,542.0,79.0,95.0,6.74,6.93,20.54,6.69,5.76,18.69,-2.97,-0.6699999999999999,5.415304411807935,5.42,-6.1,97.06,3.85,16.86,6257.0,12.0,480.0,42.0,49.0,49.0,0.3001060583638469,8.34,0.0,12.0,0.0,0.0,2.0,0.0,7.0,5.0,15.22633744855967,943.0025385410686,15638.151286961544,2997.7732663292586,0.3375598361228984,2.9061147855468383,0.9436707743618994,-3.6080839175504815,-17.179423931908417,0,1,0,0,0.0
(주)엘앤케이바이오메드,156100,2018,-15.0,-22.0,-8.0,-24.0,123.0,77.0,118.0,103.0,38.0,11.0,9.0,58.0,46.0,-9.82,-5.21,-12.92,-8.81,-9.09,-26.32,5.17,22.520000000000003,2.502798074657209,2.5,8.0,-4.34,-0.61,-2.94,12583.0,14.0,186.0,40.0,-32.0,14.0,0.341074006585754,1.34,1.0,5.0,0.0,0.0,1.0,1.0,16.0,8.0,-40.055865921787706,2108.4417799562184,-8538.899192323193,2830.6008932223726,0.7832110406230736,-2.0433064806348,2.962194923466116,3.1613372778939284,-0.7632637435635938,1,0,0,0,1.0
(주)파인텍,131760,2017,-6.0,-9.0,-4.0,-5.0,77.0,70.0,263.0,242.0,44.0,-15.0,9.0,52.0,28.0,-50.43,-13.0,-18.22,4.33,4.29,6.5,3.27,-33.82,-31.521255079412235,-31.52,-40.34,-18.66,-20.47,-33.45,22951.0,15.0,65.0,19.0,-97.0,47.0,0.8129248536385982,2.07,1.0,3.0,1.0,1.0,2.0,1.0,16.0,9.0,-2.391595887349128,1321.4684724549013,8695.585081163887,447.94672622736897,0.1118589569444989,2.4314443167996864,4.741159625979471,-2.631856336871032,-5.7596388015777285,0,1,0,0,1.0
(주)초록뱀미디어,47820,2014,-41.0,-74.0,-8.0,-8.0,241.0,241.0,24.0,24.0,11.0,28.0,29.0,47.0,80.0,-9.1,-8.02,-7.94,-7.15,-8.24,-8.38,-1.08,0.5600000000000005,7.061714133769817,7.06,-18.15,47.75,12.94,-26.11,24771.0,78.5,11631.0,97.0,-8.0,93.0,0.9509265336508576,6.45,2.0,228.0,1.0,1.0,2.0,2.0,26.0,22.0,-31.866666666666667,2831.659621183808,-14078.71448387148,2393.369588766021,0.1017666689596911,-0.2269982811789562,1.0558757495175732,-40.44387702897539,-1.4790369480381644,0,0,0,1,1.0
(주)케이씨티,89150,2022,5.0,8.0,2.0,6.0,59.26,34.36,54.0,41.0,23.0,-17.92,7.0,26.0,65.0,1.93,10.23,4.64,2.1,1.99,7.53,3.6,1.2599999999999998,-5.493608454912874,-5.49,-28.9886,-2.26,5.72,-3.29,4891.0,9.0,330.0,34.0,14.0,35.0,0.2716461340111213,7.84,4.0,10.0,2.0,0.0,0.0,3.0,22.0,18.0,82.1400641025641,1588.4783871095049,22253.92354205832,3791.0410936277926,0.1888634297749162,3.509265914132275,1.422307092569362,-13.818095254005112,-1.38588886952792,0,1,0,0,0.0
(주)삼일기업공사,2290,2022,41.0,11802.0,6.0,7.0,675.0,675.0,17.0,15.0,0.0,75.0,192.0,88.0,85.0,4.0,3.71,3.92,4.31,2.94,3.4,-1.58,-0.8499999999999996,0.9294227219482176,0.93,0.73,2.47,-13.8,-3.48,9357.0,13.0,593.0,15.0,27.0,25.0,0.8606534382253275,9.7,1.0,40.0,1.0,1.0,7.819999999999993,1.0,66.0,32.0,18.55721393034825,734.6356252883718,4174.414948326136,726.9837924675351,0.0609344982761877,2.790075435298659,0.6759189383030001,-0.4682120202695816,-8.686630984179649,0,1,0,0,0.0
(주)넥스틴,348210,2022,143.0,2064.0,25.0,27.0,493.0,351.0,22.0,20.0,1.0,66.0,246.0,82.0,82.0,52.53,47.64,37.77,50.00279999999984,48.94319999999984,48.51199999999997,-0.3,24.99,37.64298271601632,37.6464,60.24599999999997,30.81,101.27,36.9,70386.0,58.0,737.0,61.0,62.0,81.0,0.9484389995362388,12.13,2.0,11.0,1.0,1.0,6.0,1.0,14.0,4.0,11.174624523649406,4981.451681393327,9710.734503080448,4318.146759580764,0.1871179417351266,1.3826143751752102,1.0180698482856916,-14.55919911561016,-5.156217696421645,0,1,0,0,0.0
(주)소룩스,290690,2022,19.0,46.0,7.0,8.0,124.0,113.0,58.0,55.0,15.0,8.0,19.0,43.0,63.0,-9.49,-7.75,-7.75,-4.9674,-5.7244,-7.73,-0.23,-18.630000000000003,-7.404345682808901,-7.4,15.87,-19.74,-20.16,-4.2,5589.0,8.0,34.0,10.0,-71.6,-57.6,0.8170691364548468,3.27,2.0,3.0,1.0,1.0,1.0,2.0,28.0,4.0,-12.19047619047619,1219.3035203499232,3370.9122140735303,945.3899947424062,0.2263165685480532,-1.927337327235648,0.8332825879416994,-1.6443648926533334,-3.903124559615215,0,1,0,0,0.0
(주)네오펙트,290660,2020,-29.0,-46.0,-20.0,-62.0,86.0,71.0,224.0,150.0,43.0,-6.0,51.0,40.0,31.0,-108.54,-30.58,-81.09,-27.05,-27.08,-76.27,8.5,-30.61,23.16310108875712,23.16,16.67,27.89,51.28,24.48,6682.0,12.0,42.0,36.0,-226.0,-161.0,0.3216312612287954,5.12,1.0,1.0,0.0,0.0,1.0,1.0,14.0,6.0,-4.758953168044077,3710.946211396695,-7316.301270273813,3559.494739425548,2.4007102349567817,-0.1777809442553436,0.91874843270463,-14.065921033227516,-0.4710605547435541,0,0,0,1,1.0
신라에스지(주),25870,2022,-12.0,-15.0,-7.0,-5.0,98.0,22.75,171.0,138.0,48.0,-1.0,2.0,50.0,37.0,6.75,2.97,1.54,4.99,4.86,3.07,1.13,-2.2300000000000004,6.813893524016244,6.81,15.79,-0.92,2.98,16.64,9951.0,21.0,65.0,14.0,11.0,33.0,1.534259293564299,31.46099999999997,6.0,5.0,2.0,2.0,3.0,3.0,47.0,29.0,43.497757847533634,2194.523837251624,-10644.324558624028,528.4524376598415,0.0572943948016217,2.982387818748202,2.045969284770835,60.03138102519807,-1.1780986482909477,1,0,0,0,1.0
(주)에이디테크놀로지,200710,2022,25.0,34.0,7.0,10.0,260.0,243.0,40.0,36.0,21.0,41.0,92.0,67.0,72.0,3.61,2.63,3.42,2.54,1.88,2.68,-0.17,-6.18,-0.0612335286139824,-0.06,-2.94,6.27,-48.0067,1.73,44441.0,19.0,97.0,27.0,13.0,22.0,0.7017526297431447,11.2,1.0,4.0,1.0,1.0,2.0,1.0,22.0,10.0,22.323049001814883,978.4535708176588,5110.383922010883,998.5598193520718,0.1091156278595213,5.993563593199989,0.735794884150504,-1.0631198194963858,13.1735274354816,0,0,1,0,0.0
(주)에스제이그룹,306040,2022,38.0,74.0,13.0,13.0,255.0,182.0,54.0,38.0,18.0,38.0,56.0,63.0,65.0,25.0,18.41,14.69,21.02,20.06,18.1,-0.06,0.2600000000000015,22.42595817116811,22.43,18.59,29.49,32.15,19.96,58246.0,30.0,202.0,29.0,50.0,71.0,1.0068363814170818,11.71,2.0,7.0,1.0,1.0,3.0,2.0,16.0,5.0,7.387387387387387,1265.0218447089076,6955.243203091265,817.7362377021285,0.5609420334030989,4.044845976334672,1.0153266315987033,-4.195400111887123,-2.608787487849265,0,1,0,0,0.0
태양기계(주),116100,2022,27.0,3.0,32.73999999999995,74.23999999999978,65.0,444.0,43.0,3.0,51.019999999999925,83.73999999999995,206.0,91.63999999999999,52.0,0.0,48.254999999999995,4.74,4.73,0.0,2.47,5.76459999999999,-1.760000000000001,-1.6627773560811787,-1.66,-17.37,0.0,24.62,-4.58,636.5799999999998,14.0,24.0,1.4399999999999995,25.0,12.0,0.8147390237373365,12.39,6.639999999999986,21.0,2.0,2.0,7.819999999999993,2.0,34.0,11.0,9.1015625,1147770.177378395,2105904.892815759,223937.59723231423,0.0645552642371209,2.1026065015750093,2.054310654903107,-8.531294710700916,-2.227531685588122,0,1,0,0,0.0
(주)영우디에스피,143540,2022,5.0,8.0,3.0,4.0,183.0,167.0,104.0,71.0,32.0,29.0,21.0,64.0,49.0,-49.39,-34.81,-51.86,-18.93,-19.12,-33.05,1.04,-65.09,-7.888757475147456,-7.89,-3.15,-15.21,-37.8,-51.0518,-8839.0,-11.0,-127.0,-18.0,0.0,0.0,0.6032364618828693,3.83,1.0,4.0,1.0,1.0,2.0,1.0,20.0,10.0,-2.1391752577319587,1379.75495072459,-37325.650395628494,1121.021152901512,0.1617134132159718,0.5215006701361625,0.6564770626855149,0.0986946600513431,-0.0999423443013972,1,0,0,0,0.0
오성첨단소재(주),52420,2014,-12.0,-23.0,-4.0,-5.0,183.0,107.0,44.0,17.0,16.0,10.0,27.0,22.0,69.0,-242.01,-31.53,-46.14,-12.29,-12.36,-19.45,8.22,-242.01,-20.05350318025233,-20.05,-14.27,-21.53,-13.41,-21.09,-18459.0,-11.0,-20.0,-16.0,0.0,0.0,0.7147591160999281,8.1,5.0,1.0,1.0,1.0,1.0,3.0,30.0,23.0,-1.4412811387900355,1333.0278042019763,-42673.06940981765,1292.6810594596382,0.0991507942355806,0.487494498431678,0.4216516669482482,1.268231848644375,-0.4616719795651913,1,0,0,0,1.0
(주)엠아이텍,179290,2022,120.0,527.0,13.0,21.0,864.0,755.0,13.0,11.0,3.0,72.0,67.0,81.0,89.0,25.82,24.95,31.56,24.4,23.56,33.51,-0.97,5.43,19.76866700478336,19.77,43.25,-29.52,20.7,-17.79,35186.0,37.0,422.0,58.0,54.0,68.0,0.6450118441504697,3.32,1.0,7.0,1.0,1.0,3.0,1.0,33.0,6.0,18.561872909699,4261.9465743818,41446.75503082169,5869.811897873707,0.2050109475522234,1.611742884275769,0.9055295080813488,-0.6451347438824699,-1.654445112678283,0,1,0,0,0.0
컨버즈(주),109070,2014,-2.0,-2.0,-2.0,-2.0,58.0,28.0,1136.0,868.0,60.5,-30.0,0.0,41.0,8.0,-87.64,-6.8,-9.59,-2.34,-2.41,-3.4,4.36,2.6299999999999955,-9.386757067702586,-9.39,-14.7,-5.36,-10.78,-5.47,4887.0,7.0,12.0,10.0,-99.0,-7.0,0.746035523346476,3.85,3.0,1.0,1.0,1.0,1.0,2.0,15.0,15.0,-1.83641975308642,2165.7235826757524,-20783.86737311964,234.8733546694031,0.06570122316731744,-0.4133926207814232,0.3258800246655619,-38.48765640852215,-2.0171999404453835,0,0,0,1,1.0
(주)한국화장품제조,3350,2014,-12.0,-23.0,-4.0,-5.0,175.0,147.0,42.0,40.0,15.0,21.0,1.0,50.0,71.0,26.65,21.76,22.02,4.74,4.59,5.64,0.63,35.48,16.0601700695487,16.06,5.46,28.94,13.96,2.87,12387.0,26.0,99.0,35.0,63.0,65.0,0.7562778918382218,2.18,2.0,3.0,1.0,1.0,2.0,2.0,62.0,46.0,3.7093779015784585,1092.8347002212429,-155248.06640256554,1021.2463478296356,0.1227165906208251,3.1742865566332368,0.2767869417851313,-1.6279462571976968,-0.0731599245669268,0,0,0,1,1.0
(주)브이티지엠피,18290,2014,2.0,2.0,1.0,2.0,89.0,27.4,310.0,267.0,57.0,-8.0,0.4,59.0,24.0,-16.97,-4.58,-6.74,0.57,0.57,0.83,7.02,-22.17,1.0803016192888977,1.08,3.19,-1.77,2.32,-3.45,10604.0,13.0,35.0,20.0,-34.0,21.0,0.6760206283423857,5.01,4.0,2.0,1.0,1.0,2.0,1.0,38.0,30.0,-9.166666666666666,1738.460070447261,44140.061879602734,627.3830404459402,0.1363751054327174,17.38296205532009,-0.1234874375737263,-0.5667489465605424,1.3178971086794742,0,0,1,0,1.0
(주)비보존제약,82800,2016,23.0,52.0,10.0,6.0,196.0,99.0,85.0,69.0,20.0,36.0,11.0,73.0,54.0,-7.52,-4.39,-2.61,1.71,1.08,0.72,0.49,25.610000000000003,-13.852144147242637,-13.85,-8.71,-25.18,-23.99,-13.93,6983.0,17.0,193.0,10.0,-26.0,29.0,1.6256019483222257,7.53,4.0,11.0,2.0,2.0,5.0,2.0,22.0,19.0,-26.80851063829787,2101.8506442883177,8143.955817980192,700.7892659953643,0.0723854745665522,11.099091636139011,-0.2744790578914392,-7.669168816032571,-1.2648122381422042,0,1,0,0,1.0
(주)티로보틱스,117730,2022,-5.0,-8.0,-3.23,-6.0,103.0,81.0,263.0,178.0,51.0,1.0,20.0,51.0,28.0,-4.0,-1.7,-2.31,-2.49,-2.7,-4.12,2.82,33.94,2.007341999532477,2.01,27.9,-15.52,28.57,-4.0,12874.0,15.0,46.0,23.0,-10.0,29.0,0.6482258018404143,8.04,2.0,2.0,1.0,1.0,1.0,1.0,20.0,6.0,80.0,3791.529700178653,34377.66504097289,1613.3061119343274,0.2380773275171585,-5.994225167600929,1.6864251867250424,-0.3068119389203784,0.3836823648081615,0,0,1,0,0.0
애니젠(주),196300,2020,-2.0,-3.0,-1.0,-5.0,67.0,54.0,155.0,130.0,45.0,-17.0,7.0,34.0,39.0,-18.08,-8.27,-28.91,-3.18,-3.38,-12.29,16.01,18.440000000000005,1.6423831802021398,1.64,13.92,-3.72,35.67,-5.5,3730.0,12.0,21.0,44.0,-66.0,25.0,0.2726291537607586,8.26,1.0,0.0,0.0,0.0,0.0,1.0,24.0,8.0,-28.105906313645622,5653.158380132604,-1433872.796569795,8128.566672831515,0.5636226995575988,-3.5857353590284,0.4251609962881693,0.036972366263606,-0.0286830410190598,1,0,0,0,1.0
(주)한독크린텍,256150,2022,57.0,0.0,5.0,5.0,660.0,475.0,11.0,10.0,0.0,50.0,17.0,59.0,90.0,9.63,8.87,8.56,9.73,8.62,8.58,-1.1,-0.3399999999999998,1.0251162729038137,1.03,-0.75,3.7,12.33,4.23,18928.0,32.0,87.0,32.0,27.0,39.0,1.0002210664843796,7.94,2.0,3.0,1.0,1.0,2.0,2.0,21.0,5.0,11.674718196457327,1138.2132506938449,19885.552399416865,1028.988102259291,0.081600542249743,1.9513946367025845,0.8321456321492736,-0.835549899142775,-0.7323551854527321,0,1,0,0,0.0
(주)팬스타엔터프라이즈,54300,2014,-17.0,-24.0,-12.0,-9.0,122.0,94.0,243.0,220.0,48.0,14.0,10.0,78.0,29.0,-14.51,-4.19,-3.24,1.82,1.6,1.39,2.9,68.28,-17.512141754578813,-17.51,-23.65,15.77,-1.93,24.46,4000.0,21.0,172.0,16.0,-20.0,5.0,1.274629158619911,3.47,2.0,12.0,1.0,1.0,6.0,1.0,29.0,22.0,-59.47348216394992,10269.459032260756,-177227.2531949567,2351.0610342870737,0.1480762474985823,11.634617348948924,-0.4302743768443524,-1.5413802221047066,0.0878393141014533,0,0,0,1,1.0
(주)티비씨,33830,2022,47.0,1326.0,3.0,8.0,1256.1599999999999,1217.9999999999995,6.24,5.24,0.0,60.0,36.0,65.0,94.0,4.13,4.95,11.6,4.81,3.17,9.54,-4.4108,0.1100000000000003,1.441723872062317,1.44,5.97,-5.97,-0.84,1.73,23805.0,18.0,149.0,56.0,21.0,35.0,0.3490789598925009,3.0984000000000003,1.0,3.0,0.0,0.0,1.0,1.0,30.0,14.0,21.346153846153847,912.8908227480354,-53426.876895811816,2612.7921787219525,0.1843875216152648,2.9335461155321463,0.6465951961991344,-2.611898586818097,1.5070229853708357,0,0,0,1,0.0
(주)비엘,142760,2018,-10.0,-12.0,-6.0,-10.0,88.0,74.0,124.0,115.0,46.0,-6.0,49.0,45.0,45.0,-58.74,-18.41,-18.93,-5.49,-6.48,-7.19,3.07,-39.84,175.8989938080581,175.90049999999943,124.0,360.8924999999999,373.7439999999995,709.4644999999995,5946.0,4.0,20.0,7.0,-274.0,-152.0,0.5614617727154283,17.65,2.0,5.0,1.0,1.0,2.0,2.0,25.0,8.0,-21.55322862129145,2881.2452536190167,-22475.470176846105,2290.195294886051,0.4501237473255939,-4.749500960245295,0.3738933957819156,0.5785100295983477,-0.1829282285624701,1,0,0,0,1.0
(주)디알텍,214680,2022,3.0,5.0,2.0,2.0,152.0,100.0,102.0,87.0,32.0,22.0,27.0,65.0,50.0,11.43,6.29,6.65,5.05,4.58,5.49,0.96,0.9699999999999988,28.62598052218889,28.63,34.68,18.6,27.33,27.49,34567.0,29.0,227.0,39.0,17.0,36.0,0.7408730400286199,4.04,2.0,6.0,1.0,1.0,2.0,1.0,9.0,9.0,26.634615384615383,1458.6396927249752,17325.869686520015,975.4320333173732,0.3434468699425905,8.200125852520621,0.940283771788868,-0.4233181051485057,0.4988782012559234,0,0,1,0,0.0
(주)휴네시온,290270,2022,81.0,818.0,13.0,18.0,328.0,315.0,18.0,17.0,2.0,34.0,92.0,48.0,84.0,-13.5356,-15.5566,-15.271600000000001,9.14,7.4,11.24,-2.48,-53.96379999999999,-14.515767060843022,-14.52,10.42,-29.42,14.62,62.56,3532.0,8.0,56.0,12.0,-71.6,-57.6,0.7147850923588979,6.51,2.0,4.0,1.0,1.0,1.0,2.0,21.0,6.0,-7.67631103074141,1135.0973494409673,8102.149479239922,1340.5766647716189,0.3291298658237436,3.9210180991901376,-0.3923745008671339,-1.2710745838412956,-3.603645886279389,0,1,0,0,0.0
피앤씨테크(주),237750,2022,29.0,124.0,3.0,12.0,572.0,484.0,13.0,12.0,3.0,48.0,51.0,58.0,88.0,4.39,5.25,13.39,3.51,3.15,10.84,-0.97,-1.0200000000000005,5.398729110194762,5.4,2.4,9.91,1.33,9.92,8759.0,11.0,90.0,40.0,34.0,41.0,0.2830008551418564,6.66,1.0,2.0,0.0,0.0,1.0,0.0,25.0,8.0,11.390728476821192,487.8343009993613,15708.808518873791,1523.8914536000184,0.1425871044496961,2.3149057991124464,0.7237577827732083,-0.3702499926695744,-3.582385133206869,0,1,0,0,0.0
(주)오파스넷,173130,2022,-16.0,-39.0,-11.0,-8.0,135.0,70.0,238.0,210.0,28.0,22.0,18.0,84.0,30.0,15.302599999999986,6.76,3.56,8.6968,8.446399999999999,5.0,0.4,-2.620000000000001,55.151301292143664,55.15,54.35,59.49,40.1,1.45,35654.0,29.58,1572.8799999999976,21.0,17.0,27.0,1.4299896117372657,8.53,3.0,104.0,2.0,2.0,10.159999999999997,2.0,20.0,6.0,16.492248062015506,2856.897634296587,-2863.675914045569,591.681674740208,0.1001936817830607,3.027877775808125,1.1752742848862068,73.96260626780735,-1.35682338317172,1,0,0,0,0.0
(주)제넥신,95700,2014,-1.0,-2.0,0.0,-1.0,645.2000000000003,612.2000000000003,20.6,11.8,7.2,39.0,433.20000000000067,45.0,83.20000000000002,-10.65,-10.75,-44.51,-5.83,-6.13,-31.27,4.68,10.74,104.32874697826789,104.33,378.75000000000034,33.02,189.43,19.89,5875.0,5.0,30.0,35.0,-126.0,0.0,0.1459595517710998,5.69,1.0,1.0,0.0,0.0,0.0,1.0,25.0,15.0,-45.68138195777351,4029.223502636966,62883.91910683335,24416.85093600434,1.0660851088013372,-2.547463403759082,0.7024833265482144,-0.2531952399437243,0.1060618991841504,0,0,1,0,1.0
케이에이치건설(주),226360,2022,6.0,9.0,3.0,9.0,83.0,82.0,78.0,78.0,28.0,-8.0,15.0,36.0,56.0,-51.82,-85.178,-145.7,2.84,0.92,3.58,12.9,-21.11,-14.625617764622357,-14.63,-2.81,-20.08,14.12,5.59,-45413.0,-26.0,-1136.2,-101.0,0.0,0.0,0.2801628666309466,7.14,1.0,13.0,1.0,0.0,0.0,1.0,9.0,9.0,-0.6269070735090153,522.7519178095938,6433.638156211472,1048.7341324906376,0.268698501022063,8.947173633352495,-0.0260835329945875,-0.1249802297111721,0.2458004792999256,0,0,1,0,1.0
(주)에이원알폼,234070,2021,45.0,2684.149999999995,22.0,64.74999999999997,57.0,48.0,92.0,62.0,1.0,-14.0,12.0,18.0,52.0,-42.47,-16.05,-60.14,-15.24,-15.25,-46.717999999999996,5.75,-6.719999999999999,-25.26666301904657,-25.27,-12.69,-27.62,-36.33,-28.56,14297.0,22.0,28.0,71.0,-84.0,73.0,0.3095345264288933,5.01,2.0,0.0,0.0,0.0,0.0,2.0,19.0,9.0,-5.188974733764878,2547304.4742696127,5818194.5904749,2873128.1393495286,0.1325767518979974,0.7698761661859115,0.8889352778220126,-1.889073223359755,-2.7299326313001644,0,1,0,0,1.0
(주)삼화네트웍스,46390,2022,9.0,26.0,3.0,3.0,241.0,241.0,44.0,34.0,11.0,34.0,25.0,57.0,70.0,27.16,18.38,16.82,13.91,13.13,13.08,0.45,10.36,3.0736343932146464,3.07,-5.19,16.83,141.22859999999966,13.61,22194.0,27.0,139.0,27.0,62.0,74.0,0.9884979547837808,17.32,2.0,5.0,1.0,1.0,3.0,2.0,33.0,23.0,9.7134670487106,2528.8118976984665,18240.44061216969,1778.0793233746106,0.0851683838311544,1.514338370992091,0.9196723208867034,-0.8350701393628644,-26.70684036919554,0,1,0,0,0.0
고려제약(주),14570,2022,75.0,9063.0,8.0,9.0,980.0,794.0,12.0,9.0,0.0,69.0,46.0,77.0,90.0,14.63,13.5,14.76,16.33,15.65,17.91,-0.77,2.370000000000001,6.662423026898508,6.66,3.08,20.57,7.41,32.85,31882.0,34.0,210.0,40.0,37.0,47.0,0.8462456414158489,2.68,1.0,5.0,1.0,1.0,4.0,1.0,44.0,24.0,7.1506849315068495,1016.7314714441706,14567.27432141161,1076.8396141350972,0.2524018536894403,2.4088979154818624,0.9757752155739212,-1.0946329629119476,-3.101847499454396,0,1,0,0,0.0
