회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,부실판단,도입기,성숙기,성장기,쇠퇴기
에프에이코리아(주),82225,2022,-0.22,-0.57,-0.16,-0.11,128.29,94.97,250.48,216.38,27.13,17.46,10.04,79.2,28.53,4.77,1.4,0.94,3.85,3.18,2.19,0.29,-4.630000000000001,2.787876258672654,2.79,6.75,-9.93,7.93,-1.43,2103.26,9.98,51.96,6.96,13.55,35.37,1.4324195545646283,3.12,2.52,7.41,1.48,1.45,6.53,1.87,32.0,0.0,0,0,0,1
에프유(주),52931,2022,0.3,0.32,0.25,0.55,264.69,264.69,510.17,34.01,77.95,9.18,158.42,14.75,16.39,-4.47,-1.61,-3.25,0.38,0.02,0.04,4.08,-36.32,-17.553287644433755,-17.55,-57.6,-1.44,-2.21,-0.97,2988.43,6.07,9.36,13.4,-24.26,25.73,0.4526924071147062,9.92,1.83,0.7,0.49,0.41,0.53,1.83,20.0,0.0,0,0,0,1
엔비스아나주식회사,86485,2020,-73.3,-86.97,-53.88,-130.07,101.67,56.14,277.53,274.52,61.95,1.21,40.36,73.93,26.49,-165.02,-78.83,-243.3,-58.03446820917826,-58.19507561166388,-230.08,2.42,-183.78,-35.78343397193907,-35.78,-38.27,-27.49,-80.83,-10.8,-6585.59,-70.21027828825697,-319.03,-169.65,0.0,0.0,0.4142764964604222,3.88,0.81,1.77,0.32,0.32,1.34,0.43,14.0,0.0,0,0,0,1
엔솔이엔지(주),96275,2021,-538.62,0.0,-20.31,-8.05,1251.3,1251.3,3.92,3.92,0.0,43.41,680.49,47.18,96.23,11.44,9.39,4.16,-8.7,-8.88,-5.46,-0.11,-9.2,-52.42153699138142,-52.42,-70.2,1.8,-74.55,-6.4,465.03,30.6,448.68,12.14,34.25,40.99,2.5213035352338835,5.46,2.45,35.74,2.26,1.63,4.82,2.45,12.0,0.0,0,0,0,1
엔일렉트릭주식회사,88084,2019,-10.65,-115.02,-7.72,-7.22,142.36,40.95,263.32,241.09,6.71,28.11,0.1,94.47,27.52,1.17,0.24,0.3,-5.45,-5.45,-6.83,0.39,50.23,-40.53619457488188,-40.54,-37.15,-69.02,-23.6,-73.29,815.96,8.49,214.24,7.94,3.77,39.03,1.06887869328249,5.57,2.46,11.37,0.8,0.8,9.14,0.87,12.0,0.0,0,0,0,1
엔케이수산(주),85040,2022,-11.08,-13.23,-7.35,-4.96,166.21,86.2,197.4,132.97,55.58,29.6,35.65,74.32,33.62,18.36,6.64,3.82,7.51,7.47,4.31,0.83,-21.75,40.86870508154177,40.87,83.93,-16.02,-0.63,-14.75,4071.64,10.75,42.65,7.26,52.58,86.76,1.4819847487924542,9.75,4.39,5.38,1.74,1.73,5.27,2.58,13.0,0.0,0,0,0,1
엔티엔지주식회사,95906,2022,-23.0,-31.61,-26.1,-87.5,11.28,11.28,0.0,0.0,82.55,-88.869009385341,0.59,12.8,0.0,0.0,-49.67,-48.51,-2.91,-3.43,-13.57,21.95,52.19,-26.44070512096498,-26.44,-61.31,-15.23,-47.96,-45.1,170.18,1.12,4039.01,3.77,-1287.45,-320.83,0.2982634739792524,3.72,1.3,759.8,1.02,0.25,0.31,1.3,5.0,0.0,0,0,0,1
엘리움주택개발주식회사,97837,2022,4.02,6.74,3.23,1.19,147.66,121.04,409.45,340.14,47.94,31.82,1.03,98.59,19.63,68.82,10.68,3.71,14.2,14.11,5.04,0.36,-31.700000000000003,7.281599688903033,7.28,10.57,-65.1,116.44,0.0,4707.29,17.17,0.0,6.34,58.54,82.33,2.706663581951953,7.65,5.58,0.0,2.88,2.8,99.1,2.88,8.0,0.0,0,0,0,1
엘마트(주)-시흥,77603,2022,-22.53,-29.86,-19.33,-9.39,132.93,52.71,603.57,434.21,64.74,20.32,1.48,82.04,14.21,30.68,3.94,1.84,6.4,5.14,2.42,0.65,17.79,6.845481303832561,6.85,8.34,0.5,-8.3,-0.92,5259.7,34.51,346.35,16.77,10.95,33.74,2.058385026491643,133.05,6.17,20.56,2.14,2.13,11.49,2.61,11.0,0.0,0,0,0,1
엘에스대원주식회사,29701,2022,-4.41,-9.87,-1.65,-4.16,127.44,110.25,59.44,33.37,16.67,5.74,16.34,26.68,62.72,36.28,20.71,52.67,1.97,-1.2,-3.19,-6.81,37.34,-8.89205282948552,-8.89,80.6,-22.81,11.27,-17.47,14054.73,27.23,38.64,68.81,76.54,89.49,0.3956440465862043,7.63,2.28,0.49,0.39,0.38,0.47,1.91,24.0,0.0,0,0,0,1
엠스틸(주),82375,2019,-1.54,0.0,-0.57,-1.85,3.84,3.84,58.99,57.38,0.0,-34.71,2.58,1.38,62.9,-34.08,-11.38,-39.09,-11.95,-11.95,-41.06,1.24,60.83,-11.247605544757295,-11.25,-40.55,-10.63,-25.84,-9.88,247.56,2.45,2.5,7.92,-493.69,-12.79,0.3095950704225352,28.42,16.68,0.3,0.29,0.29,0.3,16.68,18.0,0.0,0,0,0,1
엠제이인베스트먼트,70680,2019,-2.45,-5.9,-2.27,-23.84,18.47,18.47,1306.27,538.53,38.56,-31.22,16.72,7.07,7.11,31.5,1.9,20.28,3.32,3.31,35.35,13.16,-21.55,-3.5890542305327044,-3.59,-25.59,-1.37,4.2,-1.16,657.58,6.93,7.47,72.64,27.92,75.27,0.0954058967532243,28.96,1.15,0.1,0.09,0.09,0.1,1.15,12.0,0.0,0,0,0,1
엠코르셋주식회사,51202,2017,19.75,0.0,2.54,1.28,631.73,306.79,14.76,14.76,0.0,68.39,8.1,81.26,87.14,15.19,14.24,6.24,16.8,16.27,7.74,-0.25,4.58,13.173141251667197,12.14,11.26,16.08,18.41,-11.55,18197.89,29.12,2108.5,14.64,42.63,71.57,1.7171011147960438,20.97,4.77,135.19,2.28,2.1,11.4,2.58,25.0,0.0,0,0,0,1
엠텍솔루션주식회사,63205,2022,-27.69,-106.12,-5.09,-11.98,608.43,532.56,22.51,6.05,4.8,25.09,372.65,30.03,81.63,-42.14,-53.62,-102.62,-19.66,-19.68,-59.22,0.19,-16.61,-35.72847844973356,-35.73,-46.96,-29.3,-86.66,-0.76,-2339.65,-29.16,-78.9,-68.67,0.0,0.0,0.4246350242153986,4.24,1.12,1.14,0.52,0.33,0.5,0.98,12.0,0.0,0,0,0,1
엠티에스코리아,86443,2019,-10.2,-12.28,-7.83,-10.84,111.63,71.45,329.64,188.36,63.74,5.1,11.43,48.94,23.28,-15.63,-3.74,-5.47,-10.81,-10.82,-16.0,3.69,-21.14,-11.94785418462317,-11.95,-15.0,-8.81,-22.56,-3.82,737.71,7.32,16.29,10.14,-53.93,41.79,0.721932450638405,4.72,2.86,1.58,0.68,0.68,1.35,1.36,17.0,0.0,0,0,0,1
연한공업(주),80863,2019,-3.95,-5.01,-3.51,-3.51,36.16,5.08,791.96,701.13,70.03,-50.18,0.1,28.42,11.21,-48.95,-7.34,-7.28,-4.38,-4.38,-4.4,2.79,-49.66,-0.7450221933338949,-0.75,27.05,-8.68,-16.74,-8.67,824.26,8.25,11.97,8.26,-88.08,28.07,0.9982232349432796,29.28,24.27,1.38,1.01,0.99,1.33,3.93,13.0,0.0,0,0,0,1
영보직물주식회사,16521,2022,-22.69,-29.1,-8.11,-5.0,252.06,111.09,55.62,55.46,27.87,54.19,4.0,89.83,64.26,7.98,5.66,3.24,3.73,3.31,2.02,0.19,4.49,1.962539564131585,1.96,11.11,-40.97,30.84,-12.38,2951.14,18.08,437.31,11.14,29.12,47.15,1.622791233999415,4.9,3.15,36.67,1.75,1.64,11.85,1.9,37.0,0.0,0,0,0,1
영신아그로,85481,2022,2.96,7.0,2.72,1.45,93.33,17.75,1151.69,1077.08,38.9,-5.74,4.83,80.31,7.99,33.5,2.29,1.22,3.84,3.54,1.89,0.45,18.39,-0.5692163993094365,-0.57,-0.28,-1.73,-0.98,-1.84,1547.86,17.02,87.87,9.07,13.47,37.64,1.8760995306997807,34.62,11.39,9.49,1.87,1.87,9.44,2.33,14.0,0.0,0,0,0,1
영은문화주식회사,83345,2018,-11.96,-17.77,-10.44,-11.51,49.34,25.68,685.55,548.12,58.76,-35.35,0.24,34.43,12.73,-110.06,-21.07,-34.36,-24.49,-24.49,-39.95,2.38,-115.63,-48.93710483408398,-48.94,-25.01,-56.26,-17.04,-54.9,161.94,3.17,5.23,3.5,-981.56,-221.19,0.9067257419445252,5.58,4.16,0.93,0.61,0.61,0.84,2.26,25.0,0.0,0,0,0,1
영인기술주식회사,64520,2022,-3.7,-8.48,-2.77,-3.38,129.37,87.94,298.55,229.86,32.69,16.94,16.39,74.62,25.09,-18.77,-5.61,-5.45,-4.11,-4.44,-4.87,2.77,-50.99,31.790406671499262,25.35,30.29,12.78,-1.2,0.94,3190.96,4.38,54.85,5.34,-101.94,-15.2,0.7499845627743876,3.92,1.61,9.21,1.03,0.91,3.43,1.24,28.0,0.0,0,0,0,1
영일엔지니어링(주),81672,2022,-7.75,-11.06,-5.73,-9.86,116.31,114.79,282.66,200.42,51.79,8.54,8.28,60.92,26.13,3.85,1.07,1.52,2.3,2.28,3.44,2.27,-9.63,32.49834051894806,32.5,46.48,15.34,-3.26,18.59,2525.93,4.76,14.13,8.19,18.53,70.16,0.5808005931086717,1.32,1.19,1.87,0.7,0.66,1.59,1.13,9.0,0.0,0,0,0,1
영진스틸주식회사,77735,2017,-1.2,-1.3,-0.93,-0.47,73.32,32.14,341.67,194.62,71.33,-11.75,0.88,32.31,22.64,6.73,1.47,0.75,4.51,4.24,2.26,1.4,4.470000000000001,-10.487692554764765,-10.49,-21.14,-4.32,82.46,-1.9,1192.76,13.37,22.27,6.73,11.16,56.91,1.9874513701089391,188.36,10.18,3.28,1.96,1.88,2.87,5.42,30.0,0.0,0,0,0,1
영풍운수(주),77300,2022,-92.6,-181.45,-52.79,-23.15,137.59,137.59,132.58,93.98,29.09,15.19,66.22,55.6,43.0,112.25,22.28,13.57,-22.61,-22.65,-13.92,0.99,77.95,-44.54088785351774,-44.54,4.65,-65.09,-28.27,-32.11,7007.56,86.83,209.55,38.08,35.65,60.3,2.279992199093603,7.42,4.19,4.45,1.64,1.63,2.66,4.19,45.0,0.0,0,0,0,1
오리엔트(주),49739,2022,-13.28,0.0,-6.04,-1.94,187.52,181.85,83.37,83.16,0.0,39.69,32.21,85.04,54.54,-15.93,-9.95,-3.03,-9.42,-9.52,-3.12,-0.03,-19.02,-4.132075998752789,-4.13,-6.04,8.35,41.97,-1.69,-287.71,-1.62,-31.42,-0.52,0.0,0.0,3.115285274364528,5.05,3.73,59.96,3.28,3.05,21.66,3.55,29.0,0.0,0,0,0,1
오성산업주식회사,42054,2022,3.56,0.0,0.41,0.51,657.46,641.39,13.02,9.47,0.0,46.7,66.19,55.08,88.48,1.94,1.79,2.14,1.15,0.43,0.53,-0.89,0.0,1.7331656979864014,1.73,5.65,-2.69,26.26,-3.63,2773.62,10.96,26.88,13.69,15.66,33.43,0.8010494907111166,5.31,1.54,1.93,0.84,0.81,1.76,1.49,33.0,0.0,0,0,0,1
오앤션(주),67135,2014,45.09,61.15,23.06,18.66,247.3,190.31,104.66,60.74,37.71,43.71,10.21,73.39,48.86,-18.14,-5.01,-7.89,-2.92,-2.93,-4.75,2.74,-28.96,-66.68841165648035,-66.69,-71.97,-30.68,-60.75,-1.22,-126.52,-2.41,-9.12,-1.95,0.0,0.0,1.2357135928331635,1.67,0.81,4.65,0.64,0.62,3.8,0.74,18.0,0.0,0,0,0,1
오에스홀딩스주식회사,89316,2022,-50.31,-78.47,-19.37,-26.61,536.6,163.8,62.63,22.31,24.69,59.89,3.08,73.61,61.49,-0.31,-0.23,-0.27,-6.29,-6.68,-7.82,0.16,-2.13,41.80570048983442,41.81,76.01,-8.04,5.09,-7.04,934.17,5.13,19.62,7.04,-3.78,44.72,0.7281184640353444,20.5,2.26,2.69,0.85,0.85,2.64,1.26,15.0,0.0,0,0,0,1
오원엠앤아이(주),46752,2021,-17.74,-20.45,-13.04,-81.32,14.96,14.96,276.92,237.42,63.76,-53.57,1.73,9.42,26.53,21.65,6.86,60.72,-1.75,-1.84,-16.74,12.89,19.64,-47.639412756508655,-47.64,47.89,-50.94,-21.0,-52.17,2240.23,22.35,25.81,139.45,43.54,72.59,0.1602924303888379,0.0,2.03,0.12,0.11,0.11,0.12,2.03,29.0,0.0,0,0,0,1
와이시피특수강(주),89816,2022,-25.49,-39.39,-5.91,-13.26,221.35,74.66,30.18,29.2,15.0,27.22,16.45,49.65,76.82,0.18,0.15,0.31,0.7,0.7,1.46,0.98,3.52,13.869843049753808,13.87,39.86,-3.76,37.42,-3.79,3462.86,5.96,11.89,13.38,2.3,71.18,0.4456845115737994,3.88,2.82,0.87,0.48,0.47,0.87,1.05,5.0,0.0,0,0,0,1
외진가건설주식회사,92097,2022,-22.73,-31.48,-22.1,-246.42,644.74,68.52,3507.55,457.83,70.2,69.13,1.1,81.82,2.77,-20.34,-0.87,-7.0,-0.08,-0.1,-0.78,4.05,7.359999999999999,119.05740923669046,119.06,83.89,1475.39,-25.99,4042.72919785497,462.66,1.75,11.37,19.46,-35.95,30.12,0.0896835672124894,1.55,1.02,1.15,0.12,0.12,0.93,0.14,9.0,0.0,0,0,0,1
요다정보기술주식회사,93015,2022,9.24,108.8,3.85,1.64,140.24,134.22,71.45,71.03,3.54,16.67,37.93,58.1,58.33,18.37,11.49,4.18,14.15,13.62,5.21,-0.18,-17.830000000000002,25.463504249692864,25.46,2.7,81.13,5.08,125.59,7846.17,39.67,107.37,16.89,24.75,40.3,2.348274331202762,7.79,4.21,8.81,2.75,2.61,7.22,4.1,15.0,0.0,0,0,0,1
용광산업개발(주),54209,2014,-69.97,-210.94,-9.33,-10.57,745.21,727.4,15.38,14.24,4.42,79.62,108.51,91.96,86.67,1.97,1.76,1.91,2.59,0.14,0.16,-2.46,-1.26,-4.9757016639222265,-4.98,-3.5,-19.13,-9.19,-2.86,576.87,5.1,916.36,5.78,33.07,16.32,0.882239787476807,9.92,0.97,156.19,0.92,0.86,9.82,0.94,30.0,0.0,0,0,0,1
용마산건설중기주식회사,90022,2022,7.1,23.05,4.9,310.17,176.41,30.73,222.34,39.82,21.26,9.44,0.91,21.79,31.02,0.78,0.27,15.34,0.99,0.69,40.94,21.08,-21.84,13.058447913208246,13.06,112.75,0.0,-95.38,0.0,180.7,1.01,1.36,63.74,24.06,76.12,0.0157998914864819,9.77,0.23,0.02,0.02,0.02,0.02,0.1,10.0,0.0,0,0,0,1
용성전기주식회사,41560,2022,-1.35,0.0,-0.27,-0.24,339.83,221.23,24.96,18.82,0.0,36.13,35.6,51.19,80.03,-1.04,-0.9,-0.74,-1.18,-1.67,-1.48,-0.44,0.92,1.608977266730801,1.61,-0.6,4.03,11.62,2.0,2024.95,12.64,51.72,11.23,-6.59,-0.77,1.1250812941117505,7.06,3.08,4.65,1.21,1.13,2.35,2.19,36.0,0.0,0,0,0,1
용아섬유주식회사,65971,2018,-3.12,-3.61,-2.35,-3.64,54.84,54.84,306.46,271.06,65.21,-30.12,0.03,36.57,24.6,-84.71,-75.81,-67.79,-17.72,-17.72,-37.1,2.59,-108.01,-41.51835904282465,-41.52,23.6,-55.14,-44.29,-38.11,-3923.77,-31.84,-201.87,-49.2,0.0,0.0,0.6470914983758153,2.2,1.96,3.14,1.12,0.48,0.63,1.96,25.0,0.0,0,0,0,1
우광종합건설(주),82017,2022,-4.2,-6.09,-3.28,-2.65,36.42,36.42,353.14,292.86,53.79,-41.09,2.1,23.54,22.07,0.39,0.1,0.07,2.37,2.12,1.75,1.57,-0.0499999999999999,-3.958770295367444,-3.96,-3.7,-4.04,-25.31,-1.37,1141.96,10.06,16.77,8.14,0.85,33.13,1.2353128514135456,6.79,5.15,2.05,1.44,1.21,1.58,5.15,23.0,0.0,0,0,0,1
우남건설주식회사,66270,2020,67.58,131.15,29.56,162.35,173.48,173.48,77.76,66.73,22.54,27.58,61.06,65.12,56.26,-25.15,-14.32,-88.89,-13.06,-16.74,-129.81,-14.19,25.660000000000004,-45.1602302084419,-45.16,-58.33,33.75,-77.22,478.68,-1890.83,-14.32,-671.76,-78.66,0.0,0.0,0.1820842806604077,3.65,0.16,14.56,0.16,0.13,0.6,0.16,13.0,0.0,0,0,0,1
우드코리아(주),64908,2021,39.22,46.29,6.4,80.5,462.79,428.54,19.5,11.85,13.82,35.97,17.37,45.89,83.68,-0.24,-0.19,-2.55,-0.14,-1.96,-25.72,-20.18,-1.67,-7.620139526397174,-7.62,-12.83,-2.68,-66.5,-2.78,344.06,1.24,2.34,15.55,-16.38,14.14,0.0794812412122602,78.6,0.17,0.15,0.08,0.08,0.14,0.16,27.0,0.0,0,0,0,1
우람이엔지,83394,2022,-0.75,-0.79,-0.7,-21.69,21.38,21.38,1580.86,1507.16,88.98,-70.49,1.11,19.17,5.95,-82.5,-7.03,-258.55,-3.7,-3.83,-140.8,117.68,-190.16,-27.361931018262386,-27.36,-64.4,-3.56,-68.96,-3.56,202.87,1.71,2.12,53.06,-487.33,-53.27,0.0323092067462061,0.0,0.09,0.04,0.03,0.03,0.04,0.09,10.0,0.0,0,0,0,1
우리레미콘(주),77029,2019,-11.95,-24.4,-7.94,-6.04,102.72,89.19,197.88,165.26,32.54,1.51,24.92,56.98,33.57,-18.45,-7.12,-5.19,-5.14,-5.68,-4.94,0.6,-35.83,-22.42728408394647,-22.43,-31.87,-4.97,-10.64,-5.98,590.51,6.12,25.57,4.66,-111.44,-48.71,1.3150046861221196,3.22,2.12,3.65,1.37,1.15,2.98,1.87,30.0,0.0,0,0,0,1
우림비엔씨주식회사,82886,2022,-0.94,-1.02,-0.86,-2.57,27.02,27.02,1181.84,913.55,84.92,-52.01,6.83,19.26,7.8,37.92,2.65,7.36,3.21,3.19,8.99,6.0,37.16,12.439781455518824,12.44,140.83,-0.24,128.42,-0.2,2165.93,8.41,10.56,25.07,29.38,90.41,0.3356576399022359,4.19,2.46,0.42,0.36,0.36,0.42,2.46,18.0,0.0,0,0,0,1
우림아이앤씨주식회사,85419,2021,-12.91,0.0,-4.9,-1.34,220.9,220.9,61.28,60.94,0.0,45.68,62.54,83.47,62.0,0.93,0.59,0.16,1.78,1.43,0.4,-0.1,-10.42,-5.121041788953901,-5.12,-5.73,-1.93,10.84,-4.53,1564.55,13.18,167.21,3.6,4.37,10.47,3.659175534121119,8.34,4.26,45.36,3.72,3.56,21.92,4.25,28.0,0.0,0,0,0,1
우성건영(주),63560,2022,210.24,708.83,36.88,48.94,619.58,211.02,21.27,18.2,5.2,77.97,8.4,92.98,82.46,7.58,5.98,7.77,8.67,8.41,11.03,0.1,-13.24,2.2708437092892217,2.27,2.23,2.81,45.52,8.46,14445.01,11.36,209.4,15.08,51.55,75.86,0.7535114604727151,4.51,2.73,14.45,0.77,0.76,10.88,0.82,15.0,0.0,0,0,0,1
우성전기공업주식회사,16730,2022,-19.22,0.0,-1.93,-3.04,650.67,637.34,11.17,11.17,0.0,55.32,28.53,65.36,89.95,4.05,5.3,5.63,1.66,-0.47,-0.74,-3.36,-1.95,-0.1730229540793174,-0.17,5.73,-9.69,-25.13,-34.31,2311.51,10.39,59142.99,16.39,34.36,22.6,0.6340867687109304,2.59,1.01,2860.88,0.94,0.63,1.74,1.0,39.0,0.0,0,0,0,1
우신에너지주식회사,61043,2022,42.55,206.78,1.53,23.07,7209.52,7194.3,3.74,1.34,0.74,91.68,1281.57,92.97,96.39,1.14,1.13,16.89,0.69,-0.99,-15.35,-25.46,-0.28,-6.336176380483321,-6.34,-4.21,-27.55,-26.6,-8.04,1047.23,1.55,113.5,23.37,72.29,2.55,0.0665295785017682,0.53,0.07,4.65,0.07,0.06,0.79,0.07,17.0,0.0,0,0,0,1
우양강업(주),48640,2017,7.64,89.57,3.39,1.26,203.56,180.31,79.64,71.63,3.78,41.3,15.03,81.17,55.67,5.65,2.65,1.14,1.43,1.38,0.6,0.06,-7.379999999999999,-24.331991406766875,-24.33,-10.84,-54.21,24.7,-57.18,1297.65,10.91,64.95,4.06,28.05,52.44,2.687495370354411,4.06,3.53,9.59,2.33,2.32,8.97,3.12,22.0,0.0,0,0,0,1
우일건설주식회사,99337,2022,-37.57,-69.3,-14.95,-10.05,334.27,179.9,66.13,32.37,21.58,45.65,20.9,65.14,60.19,4.13,2.76,1.64,4.06,3.49,2.4,0.06,-13.43,-4.249058030488709,-4.25,-4.22,-4.3,-31.42,-3.52,1789.79,9.58,53.36,6.44,25.44,58.02,1.4876294487684,7.45,3.58,8.14,1.68,1.46,4.17,2.23,24.0,0.0,0,0,0,1
우일정보기술(주),16763,2022,1.71,0.0,0.22,0.2,604.2,595.28,15.0,13.95,0.0,61.16,104.32,73.29,86.95,8.11,8.34,6.19,7.62,6.63,5.88,-0.88,-5.57,4.171121043477306,4.17,3.91,4.88,7.92,61.47,3887.48,11.14,662.99,10.09,61.34,71.84,1.104837912896535,4.12,1.55,54.17,1.35,1.13,4.23,1.54,48.0,0.0,0,0,0,1
우정메카트로닉스,100960,2022,13.12,19.76,3.14,9.72,1302.39,747.97,31.42,5.03,15.88,46.03,366.43,49.86,76.09,15.67,11.27,35.0,10.21,9.87,32.47,0.94,-16.659999999999997,-11.06033587958769,-11.06,21.71,-29.84,-27.81,-28.51,5644.57,21.63,46.17,67.0,52.23,80.58,0.3227529256061358,32.52,0.99,0.57,0.32,0.3,0.53,0.71,13.0,0.0,0,0,0,1
우진건설주식회사,16773,2022,-9.57,-45.53,-2.11,-2.21,510.97,510.97,28.24,19.95,4.63,63.93,221.6,79.48,77.98,3.13,2.62,2.52,2.85,2.37,2.51,-0.46,-0.5900000000000003,-2.3217213615850807,-2.32,-3.4,2.1,16.39,-1.05,1635.67,6.1,56.97,6.39,39.39,42.43,0.9544643519055536,3.5,1.18,8.86,1.04,0.94,4.7,1.18,43.0,0.0,0,0,0,1
우창산업건설(주),91245,2022,-10.65,-14.29,-7.01,-5.71,126.24,126.24,192.27,133.36,49.04,11.97,3.86,57.6,34.21,4.82,1.69,1.32,6.92,6.37,4.98,0.98,-3.61,8.69416815538269,8.69,19.31,-3.03,24.19,-2.81,1924.56,11.05,26.46,9.01,14.64,50.04,1.2269341119348174,4.32,2.32,2.9,1.28,1.28,2.85,2.32,12.0,0.0,0,0,0,1
웅진건설(주),41774,2022,15.49,24.96,6.1,19.19,109.13,109.13,64.91,21.88,24.43,1.21,20.57,14.48,60.64,9.6,5.41,17.25,7.42,6.49,22.24,1.88,26.15,-15.037737448117456,-15.04,-25.75,-12.91,1023.05,-3.16,1716.6,13.62,16.81,42.87,40.23,67.72,0.3177458401807602,16.85,1.87,0.39,0.31,0.29,0.35,1.87,28.0,0.0,0,0,0,1
웅진산업주식회사,77490,2019,-7.75,-9.8,-5.08,-12.11,59.97,46.59,190.18,166.93,51.85,-23.03,0.2,34.5,34.46,-30.0,-19.92,-28.99,-2.13,-2.79,-7.44,6.4,-21.96,-19.40122317004069,-19.4,-15.76,-21.2,-6.89,-53.77,-269.28,-2.39,-29.75,-5.69,0.0,0.0,0.4195691202713447,6.69,1.46,3.31,0.69,0.37,0.56,1.11,23.0,0.0,0,0,0,1
원마트주식회사,98903,2022,-6.37,-7.26,-4.07,-118.09,24.67,24.67,176.49,158.33,56.07,-43.14,0.85,14.13,36.17,11.79,3.68,116.89,-0.36,-0.51,-16.23,55.67,15.0,-16.00177203630717,-16.0,94.95,-23.19,-31.43,-23.54,1347.65,10.13,12.03,294.07,39.75,84.89,0.0344538057098899,0.0,0.32,0.04,0.03,0.03,0.03,0.32,35.0,0.0,0,0,0,1
원우선박,70037,2019,4.05,4.91,3.53,6.99,48.51,48.51,682.46,330.81,71.97,-21.77,1.12,20.51,12.78,-73.55,-11.91,-29.43,-3.51,-3.53,-9.44,7.35,-78.16,-41.18589758275258,-41.19,7.23,-47.32,-16.26,-50.01,1655.72,21.5,30.83,42.55,-69.15,1.8,0.505211807926051,3.58,2.55,0.48,0.4,0.37,0.44,2.55,11.0,0.0,0,0,0,1
원일전선판매주식회사,51374,2014,-57.03,0.0,-27.84,-7.6,158.24,118.24,95.39,89.8,0.0,26.77,18.01,72.73,51.18,5.45,2.33,0.8,1.97,1.09,0.4,-0.32,3.93,-41.642883586931056,-41.64,-47.27,-18.45,-15.84,-2.87,804.86,9.8,161.08,2.68,29.81,31.36,3.664248771186683,6.42,3.86,59.33,2.92,2.7,12.07,3.48,32.0,0.0,0,0,0,1
원창물산(주),16843,2014,-14.21,0.0,-5.11,-2.69,304.91,212.38,56.18,48.03,0.0,63.02,82.55,93.78,64.03,-5.04,-3.75,-2.94,-4.03,-5.42,-4.33,-1.11,-43.03,-50.86726562184557,-50.87,-51.42,-40.62,19.33,0.86,916.18,13.3,433.65,7.01,-41.98,-37.47,1.898732324632917,149.14,1.68,62.16,1.28,1.25,22.74,1.32,57.0,0.0,0,0,0,1
월드물산(주),49110,2021,180.37,247.61,17.9,538.2,910.76,908.87,11.02,4.41,7.23,32.22,7.39,36.2,90.07,2.74,5.96,73.4,0.4,-1.13,-33.61,-42.09,-0.2999999999999998,1.5654772858027526,1.57,-0.22,2.61,-67.37,0.88,3764.32,2.24,48.04,67.25,109.14,55.96,0.033267684537019,329.74,0.09,0.72,0.08,0.03,0.05,0.09,18.0,0.0,0,0,0,1
월드웨이주식회사,29286,2022,6.59,10.87,2.07,8.0,344.09,144.89,46.0,31.73,19.1,53.05,10.84,74.79,68.5,-7.13,-4.97,-19.64,-4.65,-5.0,-19.86,1.4,-3.93,-5.771694995025647,-5.77,-5.73,-5.88,-8.55,-5.75,1428.98,4.2,18.29,16.18,-121.41,-59.76,0.259471231878214,1.48,0.81,1.1,0.25,0.25,1.0,0.34,23.0,0.0,0,0,0,1
월드페이퍼주식회사,70100,2022,-4.92,-10.71,-4.15,-2.07,114.97,92.92,536.06,376.81,38.71,8.87,18.07,68.11,15.72,24.04,3.56,1.7,5.68,5.59,2.72,0.7,25.96,5.705640512773693,5.71,12.53,-6.41,13.74,-1.16,3828.32,13.01,49.85,6.51,26.03,49.77,1.9977932945113608,5.28,3.82,7.61,2.1,2.05,6.06,3.11,16.0,0.0,0,0,0,1
위더스케미칼(주),39212,2022,-8.72,-10.62,-5.35,-4.74,71.42,41.2,158.68,122.31,50.4,-13.51,2.59,33.77,38.66,1.17,0.49,0.39,-0.03,-0.27,-0.24,1.43,11.95,0.7654588300693236,0.77,-14.71,11.04,6.93,-3.0,3365.05,9.55,19.06,8.47,4.64,59.06,1.1280951784607491,6.55,4.94,2.22,1.26,1.13,1.79,3.08,25.0,0.0,0,0,0,1
위본건설(주),50029,2022,2.83,5.72,0.7,1.06,260.29,247.05,32.7,26.44,12.19,31.94,74.01,51.87,75.36,3.76,4.52,4.1,5.8,4.5,6.53,-0.85,-7.390000000000001,9.386607641432706,9.39,10.67,8.04,-36.14,-1.86,7412.82,7.31,92.1,11.09,36.98,61.73,0.6592497489968998,5.87,1.41,8.23,1.1,0.69,1.42,1.34,28.0,0.0,0,0,0,1
