회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,부실판단,도입기,성숙기,성장기,쇠퇴기
에코바이오홀딩스(주),38870,2022,16.0,35.0,5.0,26.0,162.0,162.0,38.0,38.0,13.0,17.0,5.0,45.0,73.0,-6.63,-9.58,-15.461150509058662,1.85,-0.15,-0.87,-6.746010087822749,-14.72,-0.904250017379221,-0.9,4.52,-4.87,4.14,84.11,2066.0,2.4508696665868364,34.0,12.0,-132.23115722395187,-198.10390767089768,0.22258331706632434,3.58,0.0,1.0,0.0,0.0,0.0,0.0,27.0,23.0,-15.064935064935066,788.2330586698153,11230.43907640132,3263.3311572216926,0.0,0,1,0,0
에프엔에스테크(주),83500,2022,9.0,12.0,3.0,4.0,177.0,162.0,44.0,25.0,23.0,13.0,139.0,31.0,69.0,8.01,4.44,5.99,6.3,6.05,8.6,0.9,5.31,-7.442227666256902,-7.44,-21.82,0.75,2.35,-3.33,24710.0,27.0,44.0,37.0,16.0,39.0,0.7323227304790294,15.92,3.0,1.0,1.0,1.0,1.0,2.0,22.0,7.0,11.247974068071311,920.9077986040136,4028.084166638525,871.1393393962721,0.0,0,1,0,0
옵티시스(주),109080,2022,74.0,219.0,7.0,15.0,884.0,710.0,11.0,10.0,3.0,69.0,243.0,78.0,90.0,15.43,15.25,25.76,15.26,14.46,26.95,-1.35,1.6099999999999994,12.95502923482444,12.96,11.81,17.14,18.78,16.36,15927.0,28.0,271.0,55.0,46.0,58.0,0.5057493537251756,6.06,1.0,5.0,1.0,1.0,2.0,1.0,25.0,13.0,7.768268597761685,1301.6825097070127,14427.743698459792,2316.859226157982,0.0,0,1,0,0
와토스코리아(주),79000,2022,65.0,487.0,4.0,16.0,1833.7456516670657,1640.421880780358,6.0,5.0,1.0,74.0,118.0,79.0,94.0,6.99,6.89,27.23,3.01,0.17,0.7,-6.746010087822749,5.07,5.458588838678677,5.46,12.66,-14.6,-2.58,-21.18,11477.0,14.0,105.0,59.0,46.0,50.0,0.2355961239456777,6.01,0.0,2.0,0.0,0.0,1.0,0.0,27.0,19.0,7.168021680216802,488.916286525739,12217.92481972883,1952.1222641112563,0.0,0,1,0,0
우림피티에스(주),101170,2022,40.0,0.0,4.0,5.0,545.0,424.0,10.0,10.0,0.0,41.0,99.0,51.0,91.0,6.06,5.64,7.46,6.2,5.73,7.87,-0.64,1.6899999999999995,2.7885915714988587,2.79,5.01,0.61,12.85,-2.48,17534.0,18.0,46.0,26.0,29.0,52.0,0.7175336738313851,4.23,2.0,2.0,1.0,1.0,1.0,1.0,24.0,15.0,15.05181347150259,910.153944762225,43029.2693390329,1148.0274346283013,0.0,0,1,0,0
웹케시(주),53580,2022,63.0,481.0,13.0,19.0,180.0,180.0,25.0,18.0,3.0,12.0,103.0,26.0,80.0,11.41,18.55,13.13,15.85,15.55,23.44,-0.36,-6.460000000000001,-5.27711847067184,-5.28,-27.578434600143694,7.61,7.29,0.08,36151.0,28.0,449.0,41.0,32.0,56.0,0.6815954625649921,24.95,2.0,11.0,1.0,1.0,1.0,2.0,25.0,5.0,17.018779342723004,1940.2541711797585,23283.783632678733,2275.048464988748,0.0,0,1,0,0
제이엠아이(주),33050,2022,10.0,28.0,5.0,6.0,133.0,112.0,102.0,90.0,17.0,15.0,22.0,59.0,49.0,6.18,3.1,3.82,5.82,5.65,7.28,0.82,1.0999999999999996,4.2883687293314825,4.29,7.95,-0.66,34.13,1.08,19592.0,23.0,65.0,30.0,13.0,34.0,0.7596502917942106,4.34,2.0,2.0,1.0,1.0,2.0,1.0,31.0,27.0,68.23529411764706,894.8798445251969,5627.345477460264,582.0832408106,0.0,0,1,0,0
조선선재(주),120030,2022,87.0,1324.0,6.0,12.0,1333.0,1112.0,7.0,6.0,0.0,71.0,532.3814471128135,77.0,94.0,8.02,8.83,15.71,8.52,6.63,14.09,-4.0,-3.93,4.001718651523125,4.0,7.62,-6.61,-1.73,-4.28,21895.0,15.0,233.0,33.0,48.0,55.0,0.4614803176420639,7.76,1.0,7.0,1.0,0.0,2.0,1.0,14.0,14.0,9.563549160671462,922.748623751047,20636.003701017435,1872.1259131607424,0.0,0,1,0,0
지니언스(주),263860,2022,64.0,3166.0,13.0,20.0,438.0,402.0,25.0,23.0,0.0,61.0,49.0,80.0,80.0,16.05,14.54,18.58,13.22,12.31,18.0,-1.31,-0.1899999999999977,13.261902945351297,13.26,41.34,-29.50497101111377,20.47,-1.3,22153.0,37.0,419.0,58.0,32.0,38.0,0.6441766963586806,4.18,1.0,7.0,1.0,1.0,2.0,1.0,19.0,7.0,10.123152709359609,1620.7248224093407,8270.327225784844,2018.9702755430333,0.0,0,1,0,0
진양산업(주),3780,2022,21.0,42.0,8.0,8.0,152.0,124.0,61.0,44.0,19.0,14.0,27.0,41.0,62.0,12.43,8.07,7.33,7.03,6.58,6.32,0.18,-0.6300000000000008,6.226528091654024,6.23,10.07,3.71,9.59,0.78,18460.0,22.0,41.0,22.0,33.0,48.0,1.0115238940833564,5.45,3.0,2.0,1.0,1.0,2.0,3.0,61.0,35.0,18.46153846153846,1583.463518811984,11620.984013124606,969.4859206490833,0.0,0,1,0,0
텔코웨어(주),78000,2022,42.0,15673.26458692884,7.0,20.0,494.0,492.0,18.0,16.0,0.0,53.0,123.0,67.0,84.0,3.5,3.32,9.09,3.14,2.25,6.71,-2.52,1.85,8.10178041163653,8.1,12.92,-0.49,22.25,-2.54,23733.0,18.0,101.0,56.0,16.0,23.0,0.3223116302038948,11.94,1.0,2.0,0.0,0.0,1.0,1.0,24.0,20.0,12.792397660818713,761.2795044565315,11581.840414486283,1994.38105510509,0.0,0,1,0,0
피앤씨테크(주),237750,2022,29.0,124.0,3.0,12.0,572.0,484.0,13.0,12.0,3.0,48.0,51.0,58.0,88.0,4.39,5.25,13.39,3.51,3.15,10.84,-0.97,-1.0200000000000005,5.398729110194762,5.4,2.4,9.91,1.33,9.92,8759.0,11.0,90.0,40.0,34.0,41.0,0.2830008551418564,6.66,1.0,2.0,0.0,0.0,1.0,0.0,25.0,8.0,11.390728476821192,487.8343009993613,15708.808518873791,1523.8914536000184,0.0,0,1,0,0
피에스케이(주),319660,2022,67.0,534.0,17.0,17.0,380.0,264.0,34.0,29.0,3.0,60.0,55.0,81.0,75.0,24.11,19.37,16.8,21.8,20.73,19.93,-0.98,-6.190000000000001,14.370324557470193,14.37,19.55,-3.69,3.39,19.81,99315.5309831358,41.0,624.0,42.0,40.0,53.0,0.975160995675991,8.64,2.0,11.0,1.0,1.0,5.0,1.0,6.0,5.0,6.473308112652375,1262.6037456695162,9637.944742357991,967.8422444858072,0.0,0,1,0,0
피에스케이홀딩스(주),31980,2022,51.0,132.0,7.0,33.0,578.0,508.0,16.0,8.0,6.0,32.0,209.0,39.0,86.0,15.27,25.37,38.60271590891496,5.89,5.33,23.22,-2.27,-5.490000000000002,7.386858439402588,7.39,1.41,11.61,-10.82,37.85,48981.0,15.0,271.0,67.0,68.79768088910168,75.0,0.22258331706632434,6.34,1.0,3.0,0.0,0.0,0.0,1.0,34.0,27.0,8.770806658130601,523.4395671893662,7729.610475319866,2029.1302489856128,0.0,0,1,0,0
한국컴퓨터(주),54040,2022,49.0,4477.0,9.0,3.0,325.0,220.0,23.0,22.0,0.0,41.0,72.0,59.0,81.0,13.85,13.65,3.96,12.88,12.54,4.44,-0.1,-0.1400000000000005,8.72439907188628,8.72,7.35,10.72,95.85204950651446,30.2,41499.0,27.0,117.0,10.0,40.0,60.0,1.5874904594328152,16.76,7.0,14.0,2.0,2.0,7.0,3.8497101111377106,30.0,22.0,9.255079006772007,519.3281034157322,6832.3838768392825,273.01226343545295,0.0,0,1,0,0
한솔인티큐브(주),70590,2022,-5.699420222275442,-14.699420222275442,-1.0,-1.8497101111377212,178.0,170.0,71.0,61.0,1.0,28.0,25.0,63.0,58.0,-13.294160830031135,-13.174273770112562,-9.82,-2.171386943343711,-3.8342188078035897,-6.72,-0.16,-19.97,-14.112073544760312,-14.115431817829933,-22.4,-10.47,-0.53,-28.491039076708976,15416.0,39.0,609.0,26.0,-38.0,-31.0,1.485498848677246,4.89,2.0,18.0,1.0,1.0,4.0,2.0,21.0,20.0,-5.288461538461538,984.3615836776196,2405.6573573541564,387.19443603594976,0.0,0,1,0,0
한창산업(주),79170,2022,13.0,38.0,2.0,2.0,796.0,445.0,21.0,10.0,6.0,56.0,114.0,64.0,82.0,10.36,10.03,6.16,10.01,9.98,7.16,0.13,3.079999999999999,11.339563928546646,11.34,16.89,2.77,34.66,9.86,15486.0,21.0,85.0,16.0,40.0,62.0,1.3229438906251396,6.09,4.0,5.0,2.0,1.0,4.0,2.0,39.0,19.0,7.41554054054054,738.7030499815389,6893.416421930957,459.7783982118592,0.0,0,1,0,0
휴마시스(주),205470,2022,169.0,7158.0,25.84971011113771,43.0,316.0,280.0,35.0,34.0,1.0,54.0,17.0,80.0,74.0,34.096640304660966,29.99606655786343,38.60271590891496,24.964913033341315,23.99942173000718,40.596356446725714,-0.93,-29.419421730007187,37.0788497248071,37.077224605580824,26.55,92.81881933630619,46.44,79.01,99315.5309831358,56.0,547.0,55.0,68.79768088910168,80.24855055568855,1.007996423191837,27.36,2.0,8.0,1.0,1.0,7.0,1.0,10.0,10.0,2.5675675675675675,1393.6399343778126,2405.6573573541564,1025.355831566934,0.0,0,1,0,0
(주)비엘헬스케어,86220,2022,4.0,6.0,3.0,3.0,66.3526089997605,36.0,183.7918831118559,144.0,45.39884044455084,-12.699420222275442,9.0,26.0,35.45086966658684,4.08,1.24,1.1,2.78,2.68,2.45,1.37,1.41,-8.126822382314112,-8.13,-22.56,-1.57,10.63,-1.2,17341.0,31.0,44.0,27.0,4.0,25.0,1.144806894444676,8.26,5.0,2.0,1.0,1.0,2.0,3.8497101111377106,32.0,9.0,33.25757575757576,327808.96335625456,1863302.2656457508,188602.11418156407,0.0,0,1,0,0
(주)엔에스엠,238170,2022,29.0,57.0,9.0,7.0,203.0,155.0,45.0,43.0,16.0,31.0,50.0,61.0,69.0,0.85,0.2,0.17,0.9,0.66,0.59,0.49,2.68,-14.112073544760312,-14.115431817829933,-18.55,-7.05,-5.71,-7.4,7647.0,19.0,53.0,15.0,1.0,32.0,1.2160193411980789,3.49,2.0,3.0,1.0,1.0,3.0,2.0,14.0,5.0,-11.795454545454543,327808.96335625456,1863302.2656457508,188602.11418156407,0.0,0,1,0,0
(주)이엠비,278990,2022,2.0,2.0,1.0,1.0,140.0,116.0,158.0,106.0,45.39884044455084,16.0,20.0,58.0,39.0,-3.63,-1.57,-1.98,6.07,5.39,7.48,1.66,-15.89,0.2789155021928102,0.28,1.74,-1.63,-6.71,0.49,4893.0,15.0,50.0,20.0,-10.0,63.0,0.7197485994380945,4.83,2.0,2.0,1.0,1.0,2.0,1.0,11.0,7.0,-11.452513966480447,327808.96335625456,1863302.2656457508,188602.11418156407,0.0,0,1,0,0
태양기계(주),116100,2022,27.0,3.0,25.84971011113771,44.69942022227542,66.3526089997605,444.0,43.0,4.0,45.39884044455084,78.84971011113771,206.0,89.84971011113771,52.0,0.0,29.99606655786343,4.74,4.73,0.0,2.47,4.475433325561673,-1.760000000000001,-1.6627773560811787,-1.66,-17.37,0.0,24.62,-4.58,1150.0125001935367,14.0,24.0,3.751449444311394,25.0,12.0,0.8147390237373365,12.39,7.0,21.0,2.0,2.0,7.0,2.0,34.0,11.0,9.1015625,327808.96335625456,1863302.2656457508,188602.11418156407,0.0,0,1,0,0
(주)ES큐브,50120,2020,3.0,24.120679916716313,3.0,13.442493027959813,62.0,60.0,929.0,754.0,1.0,-28.0,2.0,45.0,10.0,-39.39,-4.61,-31.35,1.76,1.75,9.7187252444974,4.05,-17.63,54.08478724872655,54.08,-10.26,114.16899883664887,84.57,69.21,3768.0,1.0,13.0,5.0,-671.0,-113.0,0.112845967597423,1.1987365411064759,0.0,3.0,0.0,0.0,0.0,0.0,47.0,22.0,-0.2018083182640144,1089.0644224677037,-2022.6276406796253,938.209085843149,1.0,0,0,0,1
(주)네오리진,94860,2015,-29.0,-104.0,-8.0,-11.0,188.0,148.0,41.0,31.0,8.0,20.0,86.0,42.0,71.0,-29.42,-17.2,-27.21,-12.03,-12.29,-22.62,0.69,76.39999999999999,-49.02817976093816,-49.03,-65.82,-21.32,-64.11,-57.68,4920.0,32.0,1030.0,40.0,-69.0,-16.0,0.8049396946828722,2.02,1.0,15.0,1.0,1.0,1.0,1.0,17.0,17.0,-13.765432098765432,4532.497027779256,-23037.892391963604,4005.5023318728986,1.0,0,0,0,1
(주)네오펙트,290660,2020,-29.0,-46.0,-20.0,-62.0,86.0,71.0,224.0,150.0,43.0,-6.0,51.0,40.0,31.0,-108.54,-30.58,-81.09,-27.05,-27.08,-76.27,8.5,-30.61,23.16310108875712,23.16,16.67,27.89,51.28,24.48,6682.0,12.0,42.0,36.0,-226.0,-161.0,0.3216312612287954,5.12,1.0,1.0,0.0,0.0,1.0,1.0,14.0,6.0,-4.758953168044077,3710.946211396695,-7316.301270273813,3559.494739425548,1.0,0,0,0,1
(주)넥스트아이,137940,2020,-24.0,-43.0,-7.0,-31.0,294.0,279.0,38.0,35.0,15.0,49.0,125.0,75.0,73.0,43.56,29.77,120.39,-5.81,-6.08,-29.76,2.33,50.85,-4.845185779945717,-4.85,2.88,-22.27,-60.46,-43.16,63954.0,39.0,620.0,184.0,66.0,83.0,0.2094748865389095,2.66,0.0,2.0,0.0,0.0,1.0,0.0,26.0,13.0,2.328190743338008,1061.237893993422,-8319.134094947276,3679.2926987998976,1.0,0,0,0,1
(주)누리플랜,69140,2014,-2.0,-4.0,-1.0,-1.0,96.0,88.0,101.0,99.0,28.0,-2.0,14.0,47.0,50.0,-45.73,-24.21,-32.1,-16.69,-17.31,-24.29,2.56,-33.76,-35.82829478279069,-35.83,-52.13,-8.21,-22.26,-3.46,-4725.0,-14.0,-32.0,-15.0,0.0,0.0,0.911681708869359,3.92,1.0,2.0,1.0,1.0,2.0,1.0,30.0,14.0,-1.8882379450202795,1141.0038035963762,-15143.428531625515,621.4495848742617,1.0,0,0,0,1
(주)뉴인텍,12340,2014,-5.0,-8.0,-4.0,-3.0,102.0,64.0,196.0,175.0,45.0,1.0,5.0,61.0,34.0,-18.06,-6.05,-5.74,-7.56,-7.72,-7.66,2.27,-2.0299999999999976,-5.944859496827997,-5.94,-3.25,-9.79,2.81,-6.24,11023.0,20.0,62.0,19.0,-30.0,11.0,1.0400109660104369,4.24,3.0,3.0,1.0,1.0,3.0,2.0,47.0,27.0,-7.0,1571.1577089711932,-6835.289726589558,511.023912589632,1.0,0,0,0,1
(주)동방선기,99410,2014,1.0,1.0,0.0,1.0,74.0,55.0,122.0,72.0,47.0,-8.0,4.0,24.0,45.0,-4.39,-2.34,-4.42,-1.98,-2.17,-5.0,5.37,17.79,-11.37353954959685,-11.37,-32.8,-1.51,46.59,56.09,8509.0,11.0,16.0,24.0,-18.0,20.0,0.4604626678222843,4.36,2.0,1.0,1.0,0.0,1.0,2.0,30.0,15.0,-1.6075845012366037,614.4273547066109,-32992.24635243207,601.5399138726722,1.0,0,0,0,1
(주)동운아나텍,94170,2019,-20.0,-30.0,-11.0,-11.0,235.0,142.0,119.0,69.0,37.0,43.0,63.0,75.0,46.0,29.12,16.69,12.06,-4.35,-4.57,-4.0,2.06,62.48,29.68253257102992,29.68,40.62,5.43,17.27,78.88,20004.0,37.0,2790.0,37.0,33.0,56.0,1.0133779702998875,5.05,3.0,98.0,1.0,1.0,4.0,2.0,18.0,9.0,13.686131386861314,4580.8658465093295,-15200.0917453725,2068.0888585007,1.0,0,0,0,1
(주)듀오백,73190,2015,-19.0,-250.0,-3.0,-3.0,345.0,286.0,17.0,15.0,1.0,32.0,54.0,45.0,85.0,-8.71,-10.5,-9.92,-8.22,-8.64,-11.15,-0.45,0.1499999999999985,-6.871615763129217,-6.87,-10.52,-3.61,-16.46,-5.11,5934.0,14.0,64.0,17.0,-58.0,-22.0,0.8033752758956412,8.69,2.0,4.0,1.0,1.0,1.0,2.0,37.0,20.0,-8.21875,850.7581764325141,-16831.21019585112,903.3124844454118,1.0,0,0,0,1
(주)디에스앤엘,141020,2015,-12.0,-29.0,-8.0,-5.0,119.0,102.0,177.0,135.0,27.0,9.0,46.0,58.0,36.0,-72.02,-39.76,-23.56,-23.26,-24.03,-15.26,0.92,-29.23,-7.255280082826092,-7.26,-10.07,-3.13,196.42381456002747,8.73,-3842.0,-12.0,-44.0,-7.0,0.0,0.0,1.635852334235237,8.39,3.0,6.0,2.0,1.0402266389054375,4.0,3.0,18.0,11.0,-10.8716323296355,11468.176267319814,-476424.3476126181,2529.401482815545,1.0,0,0,0,1
(주)디에스이엔,65150,2017,-10.0,-25.0,-5.0,-4.0,95.0,83.0,118.0,110.0,21.0,-2.0,27.0,48.0,46.0,-36.27,-13.01,-7.67,-0.08,-0.36,-0.27,2.96,-27.020000000000003,-10.386803310652784,-10.39,35.84,-31.97,-4.0,-71.35,27308.0,27.0,341.0,19.0,-41.0,18.0,1.4121334553789326,13.69,4.0,8.0,2.0,1.0,2.0,3.0,29.0,17.0,-6.477832512315271,2257.5571114084937,-13885.18658156692,731.7718971365438,1.0,0,0,0,1
(주)디엔에이링크,127120,2014,-2.0,-2.0,-1.0,-2.0,346.0,226.0,165.0,34.0,47.0,32.0,75.0,45.0,38.0,-47.71,-22.95,-51.06,-19.49,-19.83,-48.7,7.02,2.6099999999999994,-8.615777568141638,-8.62,-23.14,7.9,31.0,-24.94,2142.0,10.0,33.0,25.0,-208.0,-85.0,0.4264742265463481,3.12,1.0,1.0,0.0,0.0,1.0,1.0,24.0,13.0,-15.735461801596353,9075.917809902256,-490272.728034876,8035.952763367723,1.0,0,0,0,1
(주)디이엔티,79810,2020,-10.0,-13.0,-5.0,-11.0,152.0,121.0,103.0,63.0,37.0,16.0,72.0,47.0,49.0,-44.87,-20.09,-42.66,-12.47,-12.65,-26.95,2.41,-4.919999999999995,13.019494257103808,13.02,42.55,-4.58,-22.42,-3.89,382.0,1.0,2.0,2.0,-1540.7354114455702,-959.5104846995928,0.4425396750318381,7.56,1.0,1.0,0.0,0.0,1.0,1.0,23.0,19.0,-11.948387096774194,5529.967302656084,-35644.66591857532,6162.240097448359,1.0,0,0,0,1
(주)디지아이,43360,2015,-13.0,-154.0,-1.0,-3.0,669.0,578.0,10.0,10.0,1.0,51.0,28.0,60.0,91.0,-0.47,-0.51,-1.1,-2.87,-4.27,-10.93,-3.39,-3.55,-0.2536865416446797,-0.16,12.63,-14.89,-13.91,32.38,2412.0,4.0,24.0,11.0,-10.0,-53.0,0.3914715882809816,2.66,1.0,2.0,0.0,0.0,1.0,1.0,33.0,23.0,-137.0,601.5519278651324,-39278.573967957855,1397.8197820543885,1.0,0,0,0,1
(주)메지온,140410,2017,-46.0,-118.0,-13.0,-102.93654464009732,344.0,331.0,39.0,39.0,11.0,68.0,156.0,95.0,72.0,-28.08,-17.64,-249.16327496751987,-18.91,-19.83,-180.69913986758192,18.747586578346645,-3.4899999999999984,-22.796031527333337,-22.8,-25.15,107.46,-36.17,194.66761040833163,-11411.0,-15.0,-1326.0,-204.0,0.0,0.0,0.11256307610650566,3.93,0.0,11.0,0.0,0.0,2.0,0.0,22.0,12.0,-19.95,6260.349337581502,-25190.117292190203,59589.20154031236,1.0,0,0,0,1
(주)메타랩스,90370,2014,-5.0,-8.0,-3.0,-3.0,178.0,59.0,164.0,114.0,35.0,34.0,10.0,77.0,38.0,-7.49,-2.97,-3.16,1.74,1.53,1.71,2.25,12.67,2.473440462161773,2.47,10.83,-18.15,-9.58,-19.78,23515.0,16.0,98.0,18.0,-17.0,20.0,0.8829764204770199,6.52,4.0,5.0,1.0,1.0,3.0,1.0,24.0,18.0,-57.10843373493976,1343.8571405912191,-6808.843403408428,577.1344883901634,1.0,0,0,0,1
(주)미래컴퍼니,49950,2016,-7.0,-32.0,-2.0,-2.0,210.0,189.0,40.0,37.0,6.0,29.0,28.0,56.0,72.0,10.77,8.61,9.1,5.658906520285555,5.521722385008936,7.1,0.14,5.52,11.355579302528415,11.36,22.47,-0.23,28.86,1.36,27924.0,28.0,96.0,35.0,26.0,34.0,0.8077741256268121,4.81,2.0,3.0,1.0,1.0,2.0,2.0,32.0,19.0,20.271682340647857,2084.1314102772203,-126092.50275100772,1848.174083250644,1.0,0,0,0,1
(주)바이브컴퍼니,301300,2022,-15.0,-25.0,-13.0,-35.0,55.0,55.0,640.0,487.0,55.0,-29.0,19.0,36.0,14.0,-96.47,-30.81,-62.61,-18.13,-18.72,-49.78,5.9,-68.89,-5.139381585391039,-5.14,-37.44,34.85,-18.02,54.04,8357.0,9.0,28.0,23.0,-274.0,-187.0,0.3862605450715466,13.02,1.0,1.0,0.0,0.0,1.0,1.0,24.0,4.0,-5.145046524356869,8218.943446125257,-6964.025371022307,2876.096598992025,1.0,0,0,0,1
(주)바이오톡스텍,86040,2015,-7.0,-10.0,-3.0,-9.0,71.0,67.0,92.0,81.0,31.0,-12.0,30.0,30.0,52.0,-16.06,-9.41,-22.25,-7.69,-7.94,-22.19,2.32,2.0600000000000023,-5.136605220410013,-5.14,-24.05,6.11,10.53,-3.43,6889.0,15.0,33.0,41.0,-54.0,-37.0,0.3674932889127971,4.42,1.0,1.0,0.0,0.0,1.0,1.0,24.0,17.0,-20.072992700729927,3363.6995995315665,-99389.64457490938,4756.99443083979,1.0,0,0,0,1
(주)베노티앤알,206400,2017,-176.44249302795987,-1567.0765171327469,-45.0,-43.0,482.0,482.0,32.0,22.0,1.0,65.0,312.0,82.0,76.0,-81.35,-68.65,-64.8,-45.17968845984555,-45.23014738596097,-52.94,-0.26,-47.21,-12.198124008648415,-12.2,-17.02,19.04,-6.78,26.9,-3123.0,-18.0,-1993.0,-17.0,0.0,0.0,1.063183679340496,12.65,1.0,135.0,1.0,1.0,6.0,1.0,10.0,10.0,-7.135416666666667,6278.169470657416,-7570.778202672238,4471.849194634045,1.0,0,0,0,1
(주)베스파,299910,2021,-176.0,-511.0,-45.482719666865314,-66.0,76.0,76.0,8.839093444378229,5.879320083283671,50.0,-25.0,19.0,80.0,6.919546722189114,-142.82860115847882,-77.58058972052493,-86.43,-45.17968845984555,-45.23014738596097,-97.1,-0.4,-97.44627775633592,-59.266932372629604,-49.43387545461065,-72.73,-62.70358103605085,-33.47,-61.12,3925.0,33.0,216.0,9.0,-1001.0,-868.0,1.8567033667883428,16.9,2.0,14.0,2.0,1.0,3.0,2.0,11.0,6.0,-0.6148055207026348,439.81859342141956,-815.4218852184721,796.5049768329673,1.0,0,0,0,1
(주)비덴트,121800,2017,-8.0,-13.0,-1.0,-8.0,366.0,259.0,17.0,8.0,10.0,19.0,139.0,26.0,85.0,64.00515585841772,63.106424965615794,120.75043068459271,-4.88,-5.02,-26.94,3.64,111.76,75.55244497616171,75.55,42.36,91.48,-0.26,-14.91,64606.114043296046,49.0,1017.0,184.16090655562175,66.12067991671631,91.0,0.1461636642495707,10.14,1.0,3.0,0.0,0.0,0.0,1.0,22.0,13.0,6.734006734006734,3633.3979458340095,181981.37669972517,21239.34016589871,1.0,0,0,0,1
(주)서울제약,18680,2017,-5.0,-7.0,-2.0,-4.0,129.0,74.0,89.0,50.0,31.0,8.0,24.0,34.0,53.0,-28.62,-15.2,-31.06,-7.38,-7.55,-17.52,5.18,-15.94,-19.85605775964981,-19.86,-26.6,-15.89,-10.55,-16.87,7374.0,10.0,17.0,22.0,-143.0,-91.0,0.4845756424839351,3.08,2.0,1.0,0.0,0.0,1.0,1.0,39.0,24.0,98.64864864864865,2473.2279718760624,-80723.317471915,2696.2267507395472,1.0,0,0,0,1
(주)셀레믹스,331920,2022,-101.0,-297.0,-17.0,-42.0,590.0,538.0,19.0,14.0,6.0,58.0,85.0,70.0,84.0,-22.86,-21.18,-54.95,-20.43,-23.35,-65.69,-4.5099320436645804,-3.0,-17.42278327990697,-17.42,-32.02,67.91,7.97,9.71,1150.0,5.0,64.0,13.0,-417.0,-402.0,0.3929931748200442,8.99,0.0,5.0,0.0,0.0,2.0,0.0,14.0,4.0,-9.863945578231291,2547.283866173084,-11411.41593248784,5424.720344050938,1.0,0,0,0,1
(주)손오공,66910,2014,5.0,7.0,3.0,3.0,143.0,78.0,167.0,105.0,42.0,17.0,10.0,56.0,37.0,-23.33,-8.45,-9.36,-5.46,-5.86,-6.6,1.73,13.510000000000003,-16.894682055947925,-16.89,-21.06,-10.89,-8.91,-5.46,6598.0,12.0,40.0,12.0,-75.0,-9.0,0.9781455473845364,3.74,3.0,3.0,1.0,1.0,2.0,2.0,28.0,19.0,-22.13740458015268,3127.5709658515366,-62113.12312312312,1196.8479194189947,1.0,0,0,0,1
(주)스타플렉스,115570,2020,-3.0,-3.0,-2.0,-3.0,96.0,61.0,134.0,118.0,45.0,-2.0,2.0,48.0,43.0,-10.63,-6.81,-10.14,-3.3,-3.33,-6.44,2.94,-1.370000000000001,-7.870372052298889,-7.87,7.66,-18.83,-26.56,-10.96,9793.0,8.0,20.0,14.0,-70.0,-15.0,0.5392955273935677,4.42,2.0,1.0,1.0,1.0,1.0,1.0,28.0,14.0,-1.9321646341463408,721.6531816618395,-64559.53621100736,572.4985423386478,1.0,0,0,0,1
(주)스피어파워,203690,2019,-40.0,-87.0,-4.0,-19.0,958.0,917.0,12.0,6.0,5.0,43.0,314.8158647233806,48.0,89.0,-10.57,-10.58,-44.66,-6.12,-6.98,-31.91,-2.57,7.16,-4.424049976875288,-4.42,-8.81,-0.02,51.01,7.93,3113.0,10.0,25.0,44.0,-102.0,-21.0,0.2238594594628549,16.41,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,-53.69230769230769,5622.219943863499,-374429.19923710026,22365.696164294885,1.0,0,0,0,1
(주)신풍,2870,2014,-8.0,-79.0,-5.0,-8.0,70.0,50.0,195.0,174.0,6.0,-18.0,3.0,41.0,34.0,-26.11,-11.8,-17.21,-9.82,-10.68,-18.27,-1.15,-16.91,-11.630612907923044,-11.63,-25.93,2.25,-25.38,-0.05,7065.0,4.0,10.0,7.0,-264.0,-159.0,0.6234742791420848,6.77,2.0,1.0,1.0,1.0,1.0,1.0,64.0,48.0,-1.164855349762743,452.5348561139961,-1666.0396288862516,245.911800096769,1.0,0,0,0,1
(주)아나패스,123860,2020,-11.0,-36.0,-9.0,-8.0,114.0,108.0,397.0,373.0,25.0,11.0,25.0,86.0,20.0,-132.58,-49.36,-48.52,-19.74,-20.64,-22.21,0.8,-96.9,-25.431905313910782,-25.43,-22.26,-40.19,65.95,-32.45,-23688.016521427988,-39.0,-622.0,-36.0,0.0,0.0,1.0875363481950662,31.64883291564558,1.0,10.0,1.0,1.0,6.0,1.0,22.0,14.0,-5.545267489711934,15672.502903115535,-1381578.5759450367,2900.170562710196,1.0,0,0,0,1
